id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
210,"请问休眠账户激活和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","开户注销","休眠账户激活","中等文本","简单","medium","休眠账户激活",0.93
211,"权限冻结需要什么条件","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结, 条件",0.82
212,"我对人脸识别很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","安全验证","人脸识别","中等文本","中等","medium","人脸识别, 办理, 流程",0.83
213,"风险提示书的具体流程是什么","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险, 流程",0.99
214,"跨行转账多久到账","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账",0.82
215,"请问基金转换怎么操作","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金",0.96
216,"水电煤缴费要手续费吗","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费, 缴费, 手续费",0.94
217,"预期收益型需要什么条件","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益, 条件",0.83
218,"请问历史收益查询怎么操作","产品咨询","收益计算","历史收益查询","短文本","简单","short","历史收益查询, 收益, 查询",0.82
219,"请问人脸识别怎么操作","账户服务","安全验证","人脸识别","短文本","简单","short","人脸识别",0.97
220,"抵押贷的具体流程是什么","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷, 流程",0.92
221,"行内转账多久到账","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",1.00
222,"办卡申请需要什么条件","信贷服务","信用卡服务","办卡申请","短文本","简单","short","办卡申请, 申请, 条件",0.93
223,"投资组合的具体流程是什么","投资理财","资产配置","投资组合","短文本","简单","short","投资组合, 流程",0.92
224,"请问信息披露查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","信息披露","信息披露查询","中等文本","简单","medium","信息披露查询, 查询",1.00
225,"投资组合需要什么条件","投资理财","资产配置","投资组合","短文本","简单","short","投资组合, 条件",0.81
226,"额度调整的具体流程是什么","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度, 流程",0.97
227,"税费缴纳需要什么条件","交易服务","支付缴费","税费缴纳","短文本","简单","short","税费缴纳, 条件",0.88
228,"我想了解赎回费的相关信息","产品咨询","费用说明","赎回费","短文本","简单","short","赎回费",0.84
229,"请问产品公告怎么操作","风险合规","信息披露","产品公告","短文本","简单","short","产品公告",0.94
230,"请问转账限额怎么操作","账户服务","权限设置","转账限额","短文本","简单","short","转账限额, 转账",0.87
231,"我想了解银行理财的相关信息","投资理财","理财产品","银行理财","短文本","简单","short","银行理财, 理财",0.93
232,"请问净值型理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","净值型理财","中等文本","中等","medium","净值型理财, 理财",0.84
233,"请问短信验证和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","安全验证","短信验证","中等文本","简单","medium","短信验证",0.87
234,"消费贷需要什么条件","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 条件",0.99
235,"我对信息披露查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","信息披露查询","中等文本","中等","medium","信息披露查询, 查询, 办理, 流程",0.87
236,"消费贷能贷多少钱","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷",0.96
237,"电子回单的具体流程是什么","交易服务","交易查询","电子回单","短文本","简单","short","电子回单, 流程",0.99
238,"请问定期调整怎么操作","投资理财","资产配置","定期调整","短文本","简单","short","定期调整",0.99
239,"请问费用对比怎么操作","产品咨询","产品对比","费用对比","短文本","简单","short","费用对比",0.99
240,"我想了解产品优缺点的相关信息","产品咨询","产品对比","产品优缺点","短文本","简单","short","产品优缺点",0.88
241,"预期收益型的具体流程是什么","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益, 流程",0.95
242,"请问低风险产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品推荐","低风险产品","中等文本","简单","medium","低风险产品, 风险",0.82
243,"请问合规要求怎么操作","风险合规","合规咨询","合规要求","短文本","简单","short","合规要求",0.85
244,"短信验证需要什么条件","账户服务","安全验证","短信验证","短文本","简单","short","短信验证, 条件",0.87
245,"我想了解预期收益型的相关信息","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益",0.90
246,"申请信用卡提额被拒绝了，请问是是什么原因？我要多久才能再次申请提额","信贷服务","信用卡服务","额度提升","中等文本","中等","medium","额度提升, 信用卡, 申请",0.92
247,"跨行转账多久到账","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账",0.88
248,"身份识别需要什么条件","风险合规","合规咨询","身份识别","短文本","简单","short","身份识别, 条件",0.81
249,"净值型理财需要什么条件","投资理财","理财产品","净值型理财","短文本","简单","short","净值型理财, 理财, 条件",0.80
250,"网上银行怎么开户","账户服务","开户注销","个人开户","短文本","简单","short","个人开户, 开户",0.90
251,"请问代扣查询怎么操作","交易服务","代扣代缴","代扣查询","短文本","简单","short","代扣查询, 查询",0.97
252,"我想了解定期调整的相关信息","投资理财","资产配置","定期调整","短文本","简单","short","定期调整",0.83
253,"我想了解美股交易的相关信息","投资理财","股票投资","美股交易","短文本","简单","short","美股交易",0.81
254,"请问承受能力和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","风险评估","承受能力","中等文本","简单","medium","承受能力",0.81
255,"我对费用对比很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品对比","费用对比","中等文本","简单","medium","费用对比, 办理, 流程",0.95
256,"请问实时转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","转账汇款","实时转账","中等文本","中等","medium","实时转账, 转账",0.95
257,"请问资产配置建议怎么操作","投资理财","资产配置","资产配置建议","短文本","简单","short","资产配置建议",0.95
258,"预期收益型需要什么条件","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益, 条件",0.87
259,"请问经营贷怎么操作","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.86
260,"账单分期的具体流程是什么","信贷服务","信用卡服务","账单分期","短文本","简单","short","账单分期, 流程",0.96
261,"请问投资组合和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","资产配置","投资组合","中等文本","中等","medium","投资组合",0.85
